,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROA,Book value of equity per share,P/B ratio,P/E ratio,Equity to assets ratio,Net margin,Asset turnover,Current ratio
12,-0.104052573932092,-0.29528669262790386,-0.06374312942386018,-0.2419432419432419,0.18341570565623289,0.025262560317910854,-0.03373819163292846,-0.02735978112175108,0.0092592592592593,0.01869158878504673,-0.2847419171866137,0.003816793893129722,-2.0710014947683106,-1.6553517656720502,-0.5289438798055679,0.014363438520130556,-0.0007189072609632419,0.23381294964028787,0.0,-0.045454545454545414,0.0,-0.018711018711018657,0.01388888888888884,-0.07035175879396971
11,0.03672575387123067,0.11089939024390238,0.05959369852599572,0.03151438240270732,0.16009280742459397,0.02657807308970095,-0.2011173184357542,-0.2053445850914205,-0.17431192660550465,-0.1834862385321101,-0.12053925455987313,-0.02281368821292773,-0.9829030006978368,-1.120718462823726,0.13555347091932468,0.09161124222269912,-0.00791366906474833,0.20699708454810484,0.0,0.040476190476190554,0.0,-0.0021186440677964935,-0.006849315068493178,0.07693693693693682
10,0.009924826806859022,-0.0473413379073756,0.019850127551020336,0.13614927209350003,0.08620000000000005,0.0860302049622439,0.6573426573426573,0.6672566371681417,0.7444444444444445,0.7415730337078652,0.3534715960324617,0.31906614785992216,19.46938775510204,-2.795847750865052,-0.21437422552664187,0.0031446540880502027,0.047135605511239964,0.14492753623188426,0.0,-0.04347826086956519,0.0,0.05307855626326963,-0.006896551724137945,-0.1615358875690146
9,0.004621746533690185,0.011163125675188956,0.03173610568279517,0.0010828370330264736,0.13201988584054503,-0.05885274397814755,-0.26371308016877637,-0.26751592356687903,-0.2292993630573249,-0.22580645161290325,0.023317788141239193,-0.1956735496558505,-0.24825523429710872,-0.5703275529865125,-0.1172450052576236,0.03193573667711602,0.0006925207756232066,0.1613924050632911,0.0,-0.08692185007974484,0.0,-0.03124999999999989,0.03472222222222232,0.010076823306395255
8,0.013123486682808716,0.047008547008547064,0.007993029774983063,-0.05210023436091582,-0.009759271307742345,0.0158311345646438,-0.05300859598853869,-0.04347826086956519,-0.016528925619834767,-0.01666666666666672,-0.04036458333333337,0.05256723716381417,-1.096816976127321,-4.076233183856502,0.4085765336509828,0.13271311942282127,-0.03391003460207609,0.0072661217075387086,0.0,0.10131004366812224,0.0,-0.0332986472424559,0.0,0.10460292374555524
7,-0.015917021174896018,-0.14472789115646256,0.007027697395618038,0.013503233168505213,0.08541392904073586,0.023376623376623273,0.07413010590015134,0.05909090909090908,0.0840336134453783,0.0847457627118644,-0.087516960651289,0.31591173054587696,-14.082191780821917,-2.0830903790087465,-0.3141649048625793,0.04676500167616515,0.045128939828080306,0.13435527502254274,0.0,0.027755749405234065,0.0,0.031216361679224924,0.01342281879194629,-0.15612983993561658
6,0.06396930250631438,0.18373434082322526,0.047693685624720095,0.22537061362356914,-0.009685230024213065,0.09060913705583751,0.14929577464788735,0.15879828326180268,0.20155038759689914,0.1953125,0.5159851301115241,-0.16946160635481022,-0.4345549738219895,-1.7510094212651413,0.3440197287299631,0.013290632506004707,-0.058944482522275465,0.020667726550079424,0.0,-0.0625,0.0,-0.06054279749478075,0.0,-0.03401504715481618
5,0.028075781784980602,0.08331933478918185,0.03412410059129445,0.12986217457886684,0.054095354523227446,-0.0859902257388876,-0.3026960784313726,-0.30740740740740746,-0.29032258064516125,-0.2875816993464052,-0.2202059833251594,-0.2486716259298618,-1.4944444444444445,0.4946236559139785,0.38256880733944953,0.17383059418457658,-0.06554989075018214,0.06619937694704037,0.0,0.1777777777777778,0.0,-0.053333333333333344,-0.013245033112582738,-0.04113646336112331
4,-0.01749555950266435,-0.08993642425182202,-0.026832460732984287,-0.11995120628896716,-0.0546535227602204,0.0323360916613622,0.42355008787346216,0.4367201426024956,0.4545454545454546,0.45871559633027514,-0.07295597484276728,0.13437057991513446,-6.228464419475656,-1.86810551558753,-0.2402123424021234,0.09719978459881529,0.03975058456741998,-0.051862673484295074,0.0,0.12089447938504527,0.0,0.04107981220657275,0.0,0.03409220912939026
3,0.021151586368977737,0.11006985857897433,-0.0036102360811240963,-0.0032342522716771738,-0.08833001073454994,0.03267973856209161,-0.2407407407407407,-0.24193548387096775,-0.23750000000000004,-0.23899371069182396,0.1275440976933515,0.09102244389027425,-0.9197707736389684,-1.839779005524862,0.26550218340611353,0.05141104294478516,-0.05472263868065963,-0.08782742681047773,0.0,-0.02680798004987528,0.0,-0.045095828635851265,-0.006711409395973145,0.11361876313751518
2,0.12680357617066473,0.3536454336147352,0.07587652303648174,0.07524721878862795,-0.12312867956265772,0.06544064962980656,0.26991869918699196,0.2733224222585924,0.2622950819672132,0.24793388429752072,-0.011432009626955453,0.11885714285714277,-10.580357142857142,1.856907894736842,0.5993788819875776,-0.00735208309020885,-0.05075337034099914,-0.12415540540540548,0.0,0.005124919923126248,0.0,-0.02125147579693032,-0.027027027027027084,0.25899066163322093
1,-0.04548489728583216,-0.08765166118607548,-0.056327797404827185,0.08693777841643913,-0.10857471705352006,-0.08731226182470297,-0.0653008962868118,-0.06169665809768643,-0.05844155844155852,-0.04635761589403975,-0.004260499087035963,-0.26864147088866186,-2.18452935694315,-1.2020725388601037,-0.07572815533980581,0.016341406066306075,0.03842940685045937,-0.1108968177434907,0.0,0.020395156150414318,0.0,0.05186972255729794,-0.01388888888888895,-0.160656513848339
0,-0.008271264557014102,0.0432513049962715,0.003148945103390366,0.005817028027498727,0.06434258661502046,0.036595849195628194,-1.4904109589041097,-1.4945205479452055,-1.4965517241379311,-1.5,-0.020782396088019572,0.03910614525139655,-0.96852871754524,-3.3304843304843303,0.044117647058823595,0.03655292076344696,-0.41029766693483505,0.06290672451193058,0.0,-0.026858213616489768,0.0,-0.4048165137614679,-0.007042253521126751,0.037228541882109445
