Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
2010-12-31,0.0818073417937144,0.031965575534040225,0.07290800514022222,0.17814786777693659,0.006174845628859282,0.0993571011104617,0.010294117647058787,0.010294117647058787,0.01724137931034475,0.01724137931034475,0.046280023432923256,7.009216589861751,-2.1469353484466835,-1.435672514619883,-0.168955524757465,0.17894736842105252,0.009678838539375345,0.03053435114503822,0.0,0.08426966292134819,0.04219409282700415,0.0,0.03349875930521096,-0.02127659574468077,-0.12406358487118585
2011-03-31,-0.006259103255521037,-0.0025316455696202667,-0.032092154859618804,-0.0993788819875776,-0.250968992248062,0.022682970051391083,0.13173216885007277,0.13173216885007277,0.15254237288135597,0.13559322033898313,0.12486002239641647,-0.9234752589182968,0.0622254758418741,-1.4466815809097688,0.09081261370527582,0.13913690476190488,0.02265795206971677,-0.24444444444444446,0.0,0.0540340488527018,0.04453441295546545,0.0,0.03201280512204874,-0.010869565217391353,0.10756501182033107
2011-06-30,0.08722864839169708,0.15191101821439235,0.0049497743485222845,0.013079667063020217,-0.88745148771022,0.048691734534742626,0.21543408360128624,0.21543408360128624,0.22058823529411753,0.22388059701492513,0.2195121951219512,1.037593984962406,-0.9448656099241902,2.656093489148581,0.30437804030576787,0.2439581972566951,0.03664252236898169,-0.892156862745098,0.0,0.1383426966292136,0.054263565891472965,0.0,0.060100814269096414,-0.02197802197802201,0.13704564002762254
2011-09-30,-0.08135976098520736,-0.11865724839608582,-0.023794002607561926,-0.020070422535211296,6.049808429118774,-0.12210839391936545,-0.30846560846560844,-0.30846560846560844,-0.3012048192771084,-0.30487804878048785,-0.1004081632653061,-0.08118081180811809,28.9125,-1.384931506849315,-0.0898241875332978,-0.1197164610133894,-0.02507192766132349,6.545454545454545,0.0,-0.2220851326341765,0.051470588235293935,0.0,-0.016459400146305758,-0.011235955056179803,-0.10065150176678439
2011-12-31,0.14072105659778678,0.0473529411764706,0.10332034872936369,0.3582464965864176,-0.08152173913043481,0.06738189346884993,-0.26396327467482783,-0.26396327467482783,-0.27586206896551724,-0.26315789473684204,-0.3784029038112523,7.124497991967871,-0.8942749686585876,0.11743772241992878,-0.11027862327323812,-0.02415747092156284,-0.09654300168634067,-0.0843373493975903,0.0,-0.020618556701030966,0.04895104895104896,0.0,-0.06842692450725163,-0.022727272727272707,-0.22886610596107804
2012-03-31,0.04113208859219086,0.07174950856500972,-0.04714189643577671,-0.10802469135802473,-1.4893491124260354,0.14053958737436067,0.8035343035343034,0.8035343035343034,0.8571428571428572,0.8095238095238095,-0.5474452554744526,-0.9327731092436975,-0.7233201581027668,-1.5806794055201698,0.0719736842105263,0.17695599022004882,-0.01213252449836677,-1.486842105263158,0.0,0.25748987854251015,0.053333333333333455,-0.7531305903398926,0.0011976047904191933,-0.023255813953488413,0.20149669612292032
2012-06-30,-0.010185679935880265,-0.004716363159963266,-0.017185404756863587,-0.01611468116658432,0.19830713422007262,-0.00927643784786647,-0.0057636887608069065,-0.0057636887608069065,-0.012820512820512886,0.0,1.7983870967741935,-0.09558823529411764,18.357142857142858,-0.8281535648994516,0.011537989443967112,-0.0015580368735391703,-0.04676428908833252,0.21621621621621623,-0.07445671535447096,-0.036703155183515634,0.05063291139240489,0.21014492753623193,-0.04266347687400329,0.0,0.011595547309833032
2012-09-30,0.23563548027936165,0.45175727260760823,0.1744641125991886,-0.012359324758842494,2.144298688193744,0.074438202247191,0.06608695652173924,0.06608695652173924,0.07792207792207795,0.06578947368421062,0.5014409221902016,0.6422764227642277,-4.224354243542436,72.87234042553192,0.8426161873559035,0.05851755526657998,-0.0069375619425173785,2.1111111111111107,-0.1297151655119323,0.08422459893048106,0.048192771084337505,1.5479041916167664,0.025406080799666775,-0.03571428571428559,0.46996790463090354
2012-12-31,0.08153346257816119,0.14502674766524626,0.06756343625802508,0.1851663444907925,0.23620025673940948,0.0954248366013073,-0.12941816204458945,-0.12941816204458945,-0.14457831325301207,-0.11111111111111116,0.255662188099808,-0.7970297029702971,-1.2101167315175096,-0.6588421658986174,0.15600921962462966,0.16535626535626524,0.013972055888223478,0.22857142857142865,-0.6253869969040247,0.06350184956843408,0.04597701149425282,0.1433607520564042,0.026401299756295682,-0.012345679012345734,-0.03386507441404507
2013-03-31,-0.01254765331111618,-0.00213802114265349,-0.03465063001145474,-0.13005408189544165,0.186656282450675,-0.029700344736144246,0.17676452217364158,0.17676452217364158,0.18309859154929575,0.15277777777777768,-0.3806175481504127,-0.31707317073170727,0.6993464052287581,-0.9890249050232165,0.0014811438988264758,0.014758591608686533,-0.042814960629921184,0.19186046511627897,-0.17414403778040144,-0.08521739130434791,0.0439560439560438,0.2014388489208634,-0.009101701622477143,-0.025000000000000022,0.14703440642007193
2013-06-30,-0.029888525260789556,-0.03078998531920807,-0.03328389202017201,-0.11476218669824356,-0.020783198424852323,0.033069144575020415,0.19692144373673037,0.19692144373673037,0.20238095238095233,0.20481927710843384,-0.17818361303060215,4.785714285714286,0.7320512820512821,-49.07692307692308,-0.07110352673492604,0.25722002908788677,0.016966580976863765,-0.009756097560975618,0.05503931379556826,0.22877059569074776,0.05263157894736836,0.009409751924721821,0.03274760383386566,-0.02564102564102566,0.09485323683152402
2013-09-30,0.09493187149144777,0.13898554877799163,0.1602737203878728,0.00011147029316682655,-0.3710902591599643,-0.06679894179894175,-0.18447893569844787,-0.18447893569844787,-0.16831683168316836,-0.17000000000000004,0.7081081081081082,11.580246913580247,-1.307179866765359,-2.6168,0.12375995101041037,0.08610147083126751,-0.03134479271991919,-0.3546798029556649,0.09654471544715437,0.008767405879319234,0.0625,-0.4254237288135593,-0.0058004640371229765,-0.013157894736842146,0.1388593044180837
2013-12-31,0.05791310627030932,0.06706922579253827,0.04921848139430329,0.2720686580472582,0.19715808170515103,0.10446491849751949,0.12398042414355626,0.12398042414355626,0.16666666666666674,0.1325301204819278,-0.039029535864978926,-0.8081452404317959,-2.8746987951807226,-0.582384957941613,0.04599204403029811,0.11122945830797315,0.033402922755741304,0.20610687022900764,0.7222737102255177,0.10480572597137017,0.06823529411764717,0.1312684365781711,0.052508751458576475,-0.026666666666666727,-0.16117381489841998
2014-03-31,-0.009487838729494213,-0.007747237941255758,-0.0286348054043154,-0.09988609480417066,0.1433234421364986,-0.015400410677618104,0.05466860183841327,0.05466860183841327,0.04081632653061229,0.06382978723404253,-0.3516282473472375,1.10230179028133,0.4273778920308484,-2.508293838862559,-0.06631935399843714,0.0835273175407365,0.009090909090909038,0.139240506329114,-0.10170403587443955,0.017121702915317005,0.06167400881057272,0.15384615384615374,0.024759793052475887,-0.013698630136986356,0.10237582654159616
2014-06-30,0.09950843019249311,-0.0005091995383257331,0.03542142412289806,0.06434342451085362,0.15598235141448225,0.1385557872784151,0.4642201834862385,0.4642201834862385,0.48039215686274517,0.48,0.5846501128668171,-0.6204379562043796,0.2566411526339487,-0.8829536527886881,-0.008313804262917057,0.03273094907114871,0.05005005005005003,0.17222222222222205,-0.0934504792332268,-0.01364877161055511,0.058091286307053736,0.051977401129943646,0.07068157230436345,-0.01388888888888895,-0.06092414995640805
2014-09-30,0.043266619312246624,0.039941582039873635,0.0966642440039096,-0.04728370221327971,-0.4371351594072743,-0.06571265025758444,-0.3258145363408521,-0.3258145363408521,-0.32450331125827814,-0.32432432432432434,-0.10327635327635332,3.2051282051282053,-1.3862414905051952,-11.973154362416107,0.09199347324593488,0.11747430249632895,-0.012869399428026562,-0.4312796208530806,-0.04669603524229071,-0.008763837638376404,0.05490196078431375,-0.4607948442534908,-0.0016840687100033724,-0.014084507042253502,0.09154040404040398
